"y" "size" "center" "variance" "even" "cramer" "ratio" "PNT"
1 3 17748.5 1.66666666666667 TRUE FALSE 1.0001690426551 0.275282876555139
5 70 17785 426 FALSE FALSE 1.00394366197183 6.42206877707758
1 13 17826.5 17.5 TRUE FALSE 1.00072951739618 1.19241787746773
13 123 17894.5 1291.66666666667 TRUE TRUE 1.00689732518365 11.2782250939558
5 28 17970 72.5 FALSE FALSE 1.00155936734239 2.56642779285744
2 10 17989 11 FALSE FALSE 1.00055604982206 0.916492394961551
8 89 18038.5 682.5 TRUE FALSE 1.00494609314216 8.15474330258871
2 35 18100.5 111 TRUE FALSE 1.00193551954875 3.20592939583594
6 27 18131.5 67.6666666666667 TRUE FALSE 1.00149023070979 2.47276566771279
2 32 18161 93.5 FALSE FALSE 1.00176357123174 2.9302527201603
2 15 18184.5 22.6666666666667 TRUE FALSE 1.00082521868295 1.37339630863016
13 109 18246.5 1017.5 TRUE TRUE 1.00599164467898 9.97692864219061
0 4 18303 2.5 FALSE FALSE 1.0002185672914 0.366023549719785
9 84 18347 609.166666666667 FALSE FALSE 1.00458891013384 7.68482870786761
3 32 18405 93.5 FALSE FALSE 1.00174017075426 2.92671847204065
9 76 18459 500.5 FALSE FALSE 1.0041257260735 6.94911686994124
4 39 18516.5 136.666666666667 TRUE FALSE 1.00210845001892 3.56499284825099
2 12 18542 15.1666666666667 FALSE FALSE 1.00064738886491 1.09678490105534
6 106 18601 963 FALSE TRUE 1.00571490187621 9.6854950556899
2 18 18663 31.6666666666667 FALSE FALSE 1.00096494049534 1.64421818050619
9 91 18717.5 713 TRUE FALSE 1.0048736075407 8.31023989224946
0 9 18767.5 9.16666666666667 TRUE FALSE 1.00047966743058 0.821694068519264
5 36 18790 117.166666666667 FALSE FALSE 1.00191774984019 3.28641863786947
3 69 18842.5 414.166666666667 TRUE FALSE 1.0036686516376 6.297378642902
0 15 18884.5 22.6666666666667 TRUE FALSE 1.00079461778884 1.3687227096184
5 46 18915 188 FALSE FALSE 1.00243489307643 4.19680437366424
2 33 18954.5 99.1666666666667 TRUE FALSE 1.00174252825008 3.01018633027229
28 290 19116 7081 FALSE TRUE 1.01528648990565 26.4329761844863
5 50 19286 221 FALSE FALSE 1.00259591921499 4.55378512616085
2 50 19336 221 FALSE FALSE 1.0025891978665 4.55271738189663
1 13 19367.5 17.5 TRUE FALSE 1.00067145292082 1.18353276670382
4 19 19383.5 35 TRUE FALSE 1.00098069577785 1.72964902990884
2 27 19406.5 67.6666666666667 TRUE FALSE 1.00139225493735 2.45766112786487
8 41 19440.5 150.5 TRUE FALSE 1.00211122554068 3.73141687249677
8 52 19487 238.5 FALSE FALSE 1.00267201068804 4.73151644590712
8 74 19550 475 FALSE FALSE 1.00379234356583 6.73136513435429
5 99 19636.5 841.666666666667 TRUE TRUE 1.00505437279828 9.00189008157486
7 57 19714.5 285.166666666667 TRUE FALSE 1.00289545870162 5.18106306798745
0 1 19743.5 0.5 TRUE FALSE 1.0000506508636 0.0908838454340639
7 64 19776 357.5 FALSE FALSE 1.0032414910859 5.81570913293763
4 44 19830 172.5 FALSE FALSE 1.00222132471729 3.997325422931
3 28 19866 72.5 FALSE FALSE 1.00141043723554 2.54333614920256
5 48 19904 204.166666666667 FALSE FALSE 1.00241448692153 4.35926691403279
2 28 19942 72.5 FALSE FALSE 1.00140505820955 2.54246884223357
10 69 19990.5 414.166666666667 TRUE FALSE 1.00345760673482 6.26400325676309
19 169 20109.5 2422.5 TRUE TRUE 1.00843945068664 15.3341146891655
6 67 20227.5 391 TRUE FALSE 1.00331781717342 6.076012075265
3 56 20289 275.5 FALSE FALSE 1.00276393070431 5.07708603958122
11 77 20355.5 513.5 TRUE FALSE 1.00378992961559 6.97894838499451
1 7 20397.5 6 TRUE FALSE 1.00034323820732 0.634332035494936
3 39 20420.5 136.666666666667 TRUE FALSE 1.00191167099652 3.53378114961924
2 35 20457.5 111 TRUE FALSE 1.00171232876712 3.17082878101837
0 1 20475.5 0.5 TRUE FALSE 1.00004884004884 0.090587886045796
1 2 20477 1 FALSE FALSE 1.00009767532721 0.181174738786922
1 2 20479 1 FALSE FALSE 1.00009766578767 0.181173042589762
6 68 20514 402.5 FALSE FALSE 1.0033203125 6.15894275299979
3 23 20559.5 50 TRUE FALSE 1.00111933034845 2.08275922110715
3 54 20598 256.666666666667 FALSE FALSE 1.00262505468864 4.88913731026469
1 3 20626.5 1.66666666666667 TRUE FALSE 1.00014545454545 0.27158530548013
3 38 20647 130 FALSE FALSE 1.00184215629242 3.43977356025243
2 31 20681.5 88 TRUE FALSE 1.00150004838866 2.80571766198864
0 2 20698 1 FALSE FALSE 1.00009663236218 0.181000941058755
17 175 20786.5 2596 TRUE TRUE 1.00845451471086 15.8315512605927
0 1 20874.5 0.5 TRUE FALSE 1.00004790648654 0.0904318815728402
1 4 20877 2.5 FALSE FALSE 1.00019161676647 0.361723313320908
7 65 20911.5 368.5 TRUE FALSE 1.00311317591839 5.87714360678729
2 17 20952.5 28.5 TRUE FALSE 1.00081168831169 1.53682854669933
3 32 20977 93.5 FALSE FALSE 1.00152664472115 2.89255324839314
0 3 20994.5 1.66666666666667 TRUE FALSE 1.00014290477778 0.271156732306281
10 74 21033 475 FALSE FALSE 1.0035244808535 6.68743412256435
0 10 21075 11 FALSE FALSE 1.00047460844803 0.903547356649142
0 6 21083 4.66666666666667 FALSE FALSE 1.00028462998102 0.542109674946005
0 1 21086.5 0.5 TRUE FALSE 1.00004742483164 0.0903503763779554
1 13 21093.5 17.5 TRUE FALSE 1.00061649357424 1.17451875111283
24 237 21218.5 4740.16666666667 TRUE TRUE 1.01123222748815 21.4011043859578
22 206 21440 3588 FALSE TRUE 1.00965459061724 18.584599019799
1 14 21550 20 FALSE FALSE 1.00064986306457 1.26245475858332
11 78 21596 526.666666666667 FALSE FALSE 1.00361831423667 7.03234512629342
13 137 21703.5 1598.5 TRUE TRUE 1.00633233186966 12.3462332690033
4 41 21792.5 150.5 TRUE FALSE 1.00188315267316 3.69350615833855
15 161 21893.5 2200.5 TRUE TRUE 1.00738091963508 14.4978068099385
9 67 22007.5 391 TRUE FALSE 1.00304905797761 6.03047639591523
1 14 22048 20 FALSE FALSE 1.00063517989202 1.25989211204478
8 65 22087.5 368.5 TRUE FALSE 1.00294717751077 5.84856267306259
3 16 22128 25.5 FALSE FALSE 1.00072332730561 1.43941272362872
8 97 22184.5 808.5 TRUE FALSE 1.00438200216841 8.72446563800531
1 21 22243.5 42.1666666666667 TRUE FALSE 1.00094454189718 1.88835418108783
7 47 22277.5 196 TRUE FALSE 1.00211197986879 4.22574641571646
2 12 22307 15.1666666666667 FALSE FALSE 1.00053809246222 1.0787864581157
1 32 22329 93.5 FALSE FALSE 1.00143414153184 2.87651748498456
3 25 22357.5 58.5 TRUE FALSE 1.00111881852763 2.24702155318664
3 33 22386.5 99.1666666666667 TRUE FALSE 1.00147518998659 2.96573175658568
5 65 22435.5 368.5 TRUE FALSE 1.00290139713431 5.84045589519337
18 175 22555.5 2596 TRUE TRUE 1.00778885526082 15.7168533958065
1 18 22652 31.6666666666667 FALSE FALSE 1.00079494766595 1.61597742097138
12 103 22712.5 910 TRUE TRUE 1.00454525396055 9.24479596427318
3 21 22774.5 42.1666666666667 TRUE FALSE 1.00092250922509 1.88440597216368
4 65 22817.5 368.5 TRUE FALSE 1.00285275400483 5.83171092995508
8 76 22888 500.5 FALSE FALSE 1.00332603938731 6.81675392776242
5 49 22950.5 212.5 TRUE FALSE 1.00213731134956 4.39394973693788
21 188 23069 2992.5 FALSE TRUE 1.00818280739935 16.8507476602226
3 32 23179 93.5 FALSE FALSE 1.00138151362086 2.86700207549302
5 54 23222 256.666666666667 FALSE FALSE 1.00232808794999 4.83727677848037
5 46 23272 188 FALSE FALSE 1.00197857972386 4.11985673772006
2 22 23306 46 FALSE FALSE 1.00094440867139 1.97011275479053
8 88 23361 667.5 FALSE FALSE 1.00377407042072 7.87880907088493
6 102 23456 892.666666666667 FALSE TRUE 1.00435804315317 9.1289706336006
9 63 23538.5 346.666666666667 TRUE FALSE 1.00268005275024 5.6367348060453
34 314 23727 8295 FALSE TRUE 1.01332201951633 28.0744421138302
3 17 23892.5 28.5 TRUE FALSE 1.00071177357227 1.51902082265315
4 48 23925 204.166666666667 FALSE FALSE 1.00200828417221 4.28848337377121
3 29 23963.5 77.5 TRUE FALSE 1.00121090650967 2.59058897621253
1 8 23982 7.5 FALSE FALSE 1.00033363916924 0.714596556819288
3 31 24001.5 88 TRUE FALSE 1.00129242057867 2.76886301257582
14 95 24064.5 776 TRUE FALSE 1.00395553149852 8.48326434617275
3 24 24124 54.1666666666667 FALSE FALSE 1.00099535500995 2.14267401566713
2 28 24150 72.5 FALSE FALSE 1.00116009280742 2.49955019431491
1 10 24169 11 FALSE FALSE 1.00041383876842 0.892634790870034
5 53 24200.5 247.5 TRUE FALSE 1.0021924381567 4.73041845168609
2 17 24235.5 28.5 TRUE FALSE 1.00070169645437 1.51710986268563
2 20 24254 38.5 FALSE FALSE 1.00082494637849 1.78471699237298
8 115 24321.5 1131 TRUE TRUE 1.00473953181668 10.2596129957005
13 144 24451 1764.16666666667 FALSE TRUE 1.0059067229993 12.8407958173166
2 19 24532.5 35 TRUE FALSE 1.00077478285691 1.69377497325286
2 17 24550.5 28.5 TRUE FALSE 1.00069269008231 1.51538479663077
7 113 24615.5 1092.5 TRUE TRUE 1.00460116454253 10.0705060529594
4 25 24684.5 58.5 TRUE FALSE 1.00101329442283 2.22744155668988
1 32 24713 93.5 FALSE FALSE 1.00129570393165 2.85083284067105
0 2 24730 1 FALSE FALSE 1.00008087670347 0.178166306022376
1 13 24737.5 17.5 TRUE FALSE 1.0005256560592 1.15804988084574
4 47 24767.5 196 TRUE FALSE 1.00189945037181 4.18634927832136
4 35 24808.5 111 TRUE FALSE 1.00141180267032 3.11704128118208
10 109 24880.5 1017.5 TRUE TRUE 1.00439055828567 9.70487943928947
2 29 24949.5 77.5 TRUE FALSE 1.00116302386204 2.58140340920636
5 45 24986.5 180.166666666667 TRUE FALSE 1.00180259573786 4.00510656737697
4 28 25023 72.5 FALSE FALSE 1.0011195969451 2.49174453789055
2 46 25060 188 FALSE FALSE 1.00183728082438 4.0930494080294
13 109 25137.5 1017.5 TRUE TRUE 1.00434557269864 9.69612281752916
0 5 25194.5 3.5 TRUE FALSE 1.00019847570657 0.444687814848749
0 1 25197.5 0.5 TRUE FALSE 1.00003968726436 0.0889365304719831
4 46 25221 188 FALSE FALSE 1.00182554170966 4.09074781597565
0 1 25244.5 0.5 TRUE FALSE 1.00003961337347 0.0889219808841517
0 1 25245.5 0.5 TRUE FALSE 1.00003961180432 0.0889217141166228
15 147 25319.5 1837.66666666667 TRUE TRUE 1.00582270458687 13.0681390733607
4 50 25418 221 FALSE FALSE 1.00196904658764 4.44343043788331
1 7 25446.5 6 TRUE FALSE 1.00027512478874 0.622018237892462
8 110 25505 1036 FALSE TRUE 1.00432220039293 9.77261078753145
5 34 25577 105 FALSE FALSE 1.00133020344288 3.01987498200606
2 12 25600 15.1666666666667 FALSE FALSE 1.00046885988904 1.06575438687014
1 13 25612.5 17.5 TRUE FALSE 1.00050769350933 1.15451925381876
3 22 25630 46 FALSE FALSE 1.00085873765565 1.95368351712386
2 18 25650 31.6666666666667 FALSE FALSE 1.000702000702 1.59835751324999
3 23 25670.5 50 TRUE FALSE 1.00089637164348 2.04220391491117
2 22 25693 46 FALSE FALSE 1.0008566311035 1.95326402891806
7 72 25740 450.166666666667 FALSE FALSE 1.00280112044818 6.39147319204494
7 80 25816 553.5 FALSE FALSE 1.00310366232154 7.09980106140711
1 16 25864 25.5 FALSE FALSE 1.00061881188119 1.41972858996814
3 31 25887.5 88 TRUE FALSE 1.00119820655535 2.75050361001831
3 29 25917.5 77.5 TRUE FALSE 1.00111956144076 2.57279172336803
1 1 25932.5 0.5 TRUE FALSE 1.00003856239395 0.0887123892694035
2 14 25940 20 FALSE FALSE 1.00053985269734 1.24194279708672
0 2 25948 1 FALSE FALSE 1.00007708020195 0.177415595168441
9 80 25989 553.5 FALSE FALSE 1.00308297044202 7.09564202448018
0 6 26032 4.66666666666667 FALSE FALSE 1.0002305121211 0.532095834419579
17 185 26127.5 2898.5 TRUE TRUE 1.00710581908969 16.4010369008342
1 7 26223.5 6 TRUE FALSE 1.00026697177727 0.620380001280864
0 8 26231 7.5 FALSE FALSE 1.00030502916841 0.708988666939149
6 49 26259.5 212.5 TRUE FALSE 1.00186773394321 4.34214651735465
5 51 26309.5 229.666666666667 TRUE FALSE 1.00194034393547 4.51862005372777
3 31 26350.5 88 TRUE FALSE 1.0011771406873 2.74623956069672
0 2 26367 1 FALSE FALSE 1.00007585526815 0.177166775083151
15 136 26436 1575.5 FALSE TRUE 1.00515776699029 12.0445896547972
0 7 26507.5 6 TRUE FALSE 1.00026411107757 0.619795164253446
4 56 26539 275.5 FALSE FALSE 1.00211233073064 4.95785209375435
1 18 26576 31.6666666666667 FALSE FALSE 1.00067753227688 1.59339989838963
4 54 26612 256.666666666667 FALSE FALSE 1.00203122061313 4.77963245519277
6 53 26665.5 247.5 TRUE FALSE 1.00198956417283 4.69030284008568
5 24 26704 54.1666666666667 FALSE FALSE 1.00089914581148 2.12364153397675
9 86 26759 638 FALSE FALSE 1.00321904476718 7.60834257907709
1 17 26810.5 28.5 TRUE FALSE 1.0006342810238 1.50372312782292
2 18 26828 31.6666666666667 FALSE FALSE 1.00067116596443 1.59208510259805
20 184 26929 2867.5 FALSE TRUE 1.00685620598428 16.2693065580429
2 36 27039 117.166666666667 FALSE FALSE 1.00133229710225 3.18199353187674
7 47 27080.5 196 TRUE FALSE 1.00173707358539 4.15371328258334
4 45 27126.5 180.166666666667 TRUE FALSE 1.00166027154664 3.97636822057166
0 20 27159 38.5 FALSE FALSE 1.00073667538399 1.76709127327968
6 83 27210.5 595 TRUE FALSE 1.00305495233538 7.33221547847916
10 114 27309 1111.66666666667 FALSE TRUE 1.0041831792162 10.0675767864554
1 15 27373.5 22.6666666666667 TRUE FALSE 1.00054812541109 1.32440889636791
3 42 27402 157.666666666667 FALSE FALSE 1.00153391037581 3.70800406922353
4 33 27439.5 99.1666666666667 TRUE FALSE 1.00120336943442 2.91308502736047
1 8 27460 7.5 FALSE FALSE 1.00029137529138 0.706156405728507
2 18 27473 31.6666666666667 FALSE FALSE 1.00065540343723 1.58878693653605
2 44 27504 172.5 FALSE FALSE 1.00160104795866 3.88332348293352
10 119 27585.5 1210 TRUE TRUE 1.00432318535203 10.4999122121021
3 38 27664 130 FALSE FALSE 1.00137457044674 3.35207794385087
10 71 27718.5 438 TRUE FALSE 1.00256475093017 6.26202053840234
17 150 27829 1912.66666666667 FALSE TRUE 1.00540462636016 13.2250298299623
0 10 27909 11 FALSE FALSE 1.00035837155963 0.881449081025949
6 42 27935 157.666666666667 FALSE FALSE 1.00150462133696 3.70178360992668
11 123 28017.5 1291.66666666667 TRUE TRUE 1.00439977106882 10.8381548190937
6 34 28096 105 FALSE FALSE 1.00121086933295 2.99518208746213
19 248 28237 5187.5 FALSE TRUE 1.00882154163554 21.8377064363326
1 30 28376 82.6666666666667 FALSE FALSE 1.00105779062797 2.6405294916126
4 29 28405.5 77.5 TRUE FALSE 1.00102145045965 2.55228165968447
2 15 28427.5 22.6666666666667 TRUE FALSE 1.00052779732583 1.32005632021037
1 4 28437 2.5 FALSE FALSE 1.0001406717074 0.35200470385962
3 38 28458 130 FALSE FALSE 1.00133619325574 3.34383133837355
2 26 28490 63 FALSE FALSE 1.00091301752291 2.28766103897988
2 33 28519.5 99.1666666666667 TRUE FALSE 1.00115777286601 2.90330813511855
7 42 28557 157.666666666667 FALSE FALSE 1.00147182506308 3.69469484248384
1 6 28581 4.66666666666667 FALSE FALSE 1.00020995171111 0.527775197178016
4 30 28599 82.6666666666667 FALSE FALSE 1.00104953820319 2.63873176227116
2 10 28619 11 FALSE FALSE 1.00034947927588 0.879523340346168
4 27 28637.5 67.6666666666667 TRUE FALSE 1.00094326439352 2.37457953784497
4 26 28664 63 FALSE FALSE 1.00090747268856 2.28644863624277
3 33 28693.5 99.1666666666667 TRUE FALSE 1.00115074798619 2.9017724993696
9 90 28755 697.666666666667 FALSE FALSE 1.00313479623824 7.91245760961829
3 26 28813 63 FALSE FALSE 1.00090277777778 2.28541903930636
2 27 28839.5 67.6666666666667 TRUE FALSE 1.00093665440921 2.37312950589649
3 19 28862.5 35 TRUE FALSE 1.0006585103802 1.66986632484532
9 110 28927 1036 FALSE TRUE 1.00380991964533 9.665764283714
0 18 28991 31.6666666666667 FALSE FALSE 1.00062107515009 1.58136950316839
13 134 29067 1530 FALSE TRUE 1.00462068965517 11.7697249721532
15 145 29206.5 1788.5 TRUE TRUE 1.00497700281458 12.7306085708969
7 65 29311.5 368.5 TRUE FALSE 1.00222002117559 5.70504784461264
2 27 29357.5 67.6666666666667 TRUE FALSE 1.00092011995638 2.36946743692124
3 24 29383 54.1666666666667 FALSE FALSE 1.00081713254571 2.10603620723032
0 3 29396.5 1.66666666666667 TRUE FALSE 1.00010205817316 0.263243773264549
3 20 29408 38.5 FALSE FALSE 1.00068031838901 1.75489894925067
4 27 29431.5 67.6666666666667 TRUE FALSE 1.00091780542525 2.36894789256667
1 21 29455.5 42.1666666666667 TRUE FALSE 1.00071319409068 1.84238485072183
1 14 29473 20 FALSE FALSE 1.00047512387158 1.22819424997033
4 53 29506.5 247.5 TRUE FALSE 1.00179782903663 4.6491312914427
4 41 29553.5 150.5 TRUE FALSE 1.00138827752006 3.59600315201715
11 135 29641.5 1552.66666666667 TRUE TRUE 1.0045648204504 11.8374447520014
0 2 29710 1 FALSE FALSE 1.00006731966744 0.17533448550148
6 72 29747 450.166666666667 FALSE FALSE 1.0024233448891 6.31136826211105
3 44 29805 172.5 FALSE FALSE 1.0014773528523 3.85629300906294
3 25 29839.5 58.5 TRUE FALSE 1.00083816676166 2.19085671537186
6 68 29886 402.5 FALSE FALSE 1.00227790432802 5.9583202768099
1 6 29923 4.66666666666667 FALSE FALSE 1.00020053475936 0.525677860303858
5 81 29966.5 567.166666666667 TRUE FALSE 1.00270667646862 7.09576409795227
8 86 30050 638 FALSE FALSE 1.00286599793382 7.53195367395074
16 145 30165.5 1788.5 TRUE TRUE 1.00481839630479 12.6950081623031
11 104 30290 927.5 FALSE FALSE 1.00343938091144 9.1021440106565
5 61 30372.5 325.5 TRUE FALSE 1.00201041460682 5.33750185107692
3 51 30428.5 229.666666666667 TRUE FALSE 1.00167746603954 4.46178871308712
0 4 30456 2.5 FALSE FALSE 1.00013134563604 0.349917106932935
2 24 30470 54.1666666666667 FALSE FALSE 1.00078797031978 2.09941850640689
5 45 30504.5 180.166666666667 TRUE FALSE 1.00147628108392 3.93602616521639
1 10 30532 11 FALSE FALSE 1.00032757886461 0.874603952692269
1 2 30538 1 FALSE FALSE 1.00006549431837 0.174917906886549
0 3 30540.5 1.66666666666667 TRUE FALSE 1.00009823504371 0.262374864436879
0 8 30546 7.5 FALSE FALSE 1.00026193438544 0.699655704483121
1 3 30551.5 1.66666666666667 TRUE FALSE 1.00009819967267 0.262366990781629
2 19 30562.5 35 TRUE FALSE 1.00062187019278 1.66160536704183
0 4 30574 2.5 FALSE FALSE 1.00013083867591 0.349800165784018
14 137 30644.5 1598.5 TRUE TRUE 1.00448063840921 11.9782678046331
4 62 30744 336 FALSE FALSE 1.00201868915443 5.41930478505947
9 82 30816 581 FALSE FALSE 1.00266450040617 7.16601413672242
1 11 30862.5 13 TRUE FALSE 1.00035648313187 0.961169519096984
6 66 30901 379.666666666667 FALSE FALSE 1.00213813658157 5.76639775336071
13 139 31003.5 1645 TRUE TRUE 1.00449343764143 12.140910145346
10 95 31120.5 776 TRUE FALSE 1.00305731664146 8.29504424550942
6 51 31193.5 229.666666666667 TRUE FALSE 1.0016362936345 4.45222880559459
11 95 31266.5 776 TRUE FALSE 1.00304301867453 8.29170811198173
0 2 31315 1 FALSE FALSE 1.00006386919589 0.174538616792233
1 4 31318 2.5 FALSE FALSE 1.00012773023375 0.349074428499989
4 32 31336 93.5 FALSE FALSE 1.00102171136654 2.79245677472909
3 38 31371 130 FALSE FALSE 1.00121204388875 3.31572290545864
3 77 31428.5 513.5 TRUE FALSE 1.0024530105129 6.7176457056089
7 51 31492.5 229.666666666667 TRUE FALSE 1.00162074554295 4.4485661521735
3 25 31530.5 58.5 TRUE FALSE 1.00079319753791 2.1804424722618
2 24 31555 54.1666666666667 FALSE FALSE 1.00076086611927 2.09308508585536
4 40 31587 143.5 FALSE FALSE 1.00126714607026 3.48817045772921
5 59 31636.5 305 TRUE FALSE 1.00186667510362 5.1443621314761
17 194 31763 3185 FALSE TRUE 1.00612644476726 16.9095401704203
1 21 31870.5 42.1666666666667 TRUE FALSE 1.00065913370998 1.82988178463756
3 39 31900.5 136.666666666667 TRUE FALSE 1.00122329914369 3.39807284213248
9 116 31978 1150.5 FALSE TRUE 1.00363408521303 10.1049834120722
6 41 32056.5 150.5 TRUE FALSE 1.00127981021351 3.57083626859185
3 26 32090 63 FALSE FALSE 1.00081054961499 2.26422760159994
1 15 32110.5 22.6666666666667 TRUE FALSE 1.00046724605177 1.30621326637311
1 11 32123.5 13 TRUE FALSE 1.0003424870789 0.957856591599011
3 36 32147 117.166666666667 FALSE FALSE 1.00112048305269 3.13460505835201
11 99 32214.5 841.666666666667 TRUE FALSE 1.00307787968289 8.61860485772604
0 18 32273 31.6666666666667 FALSE FALSE 1.00055789734689 1.56677529598119
15 104 32334 927.5 FALSE FALSE 1.0032216095657 9.05100689542587
2 26 32399 63 FALSE FALSE 1.00080281603162 2.26235993658156
7 78 32451 526.666666666667 FALSE FALSE 1.00240651610515 6.78614951176723
2 7 32493.5 6 TRUE FALSE 1.00021545090797 0.608944678446733
10 84 32539 609.166666666667 FALSE FALSE 1.00258485398652 7.30645619674624
2 26 32594 63 FALSE FALSE 1.00079801111077 2.26119298621734
4 28 32621 72.5 FALSE FALSE 1.00085871131966 2.43495855256378
0 4 32637 2.5 FALSE FALSE 1.00012256779531 0.347836460266535
2 23 32650.5 50 TRUE FALSE 1.00070467845216 1.99998868568582
3 49 32686.5 212.5 TRUE FALSE 1.00150021431633 4.2604404379731
4 53 32737.5 247.5 TRUE FALSE 1.00162025006878 4.60761737026814
5 35 32781.5 111 TRUE FALSE 1.00106824563545 3.04241337414805
2 19 32808.5 35 TRUE FALSE 1.00057928595384 1.65148011999418
12 136 32886 1575.5 FALSE TRUE 1.00414406728015 11.8187204087449
4 31 32969.5 88 TRUE FALSE 1.00094070522547 2.69338528093249
5 43 33006.5 165 TRUE FALSE 1.00130362285888 3.7356249954637
2 10 33033 11 FALSE FALSE 1.00030277340438 0.868690970398347
19 190 33133 3056 FALSE TRUE 1.00575095344755 16.5008318894056
1 58 33257 295 FALSE FALSE 1.00174551583002 5.03548429174316
17 130 33351 1441 FALSE TRUE 1.00390554587514 11.2836939227795
1 27 33429.5 67.6666666666667 TRUE FALSE 1.0008079961695 2.34306330524942
3 29 33457.5 77.5 TRUE FALSE 1.00086714708609 2.51644173822251
4 39 33491.5 136.666666666667 TRUE FALSE 1.00116515296367 3.38388640504309
1 13 33517.5 17.5 TRUE FALSE 1.00038793232073 1.12788741435497
3 34 33541 105 FALSE FALSE 1.00101419878296 2.94967989930819
7 41 33578.5 150.5 TRUE FALSE 1.00122176530187 3.55662643007236
12 116 33657 1150.5 FALSE TRUE 1.00345248370487 10.0606360162842
3 35 33732.5 111 TRUE FALSE 1.00103811359929 3.03495390574335
1 4 33752 2.5 FALSE FALSE 1.00011851851852 0.346834672266141
4 25 33766.5 58.5 TRUE FALSE 1.00074065295965 2.1676369533543
6 60 33809 315.166666666667 FALSE FALSE 1.00177625151721 5.20176694659631
13 141 33909.5 1692.16666666667 TRUE TRUE 1.00416678979875 12.2210458087611
10 155 34057.5 2041 TRUE TRUE 1.00456150676869 13.4294763046091
4 28 34149 72.5 FALSE FALSE 1.00082027244763 2.42541071175856
0 3 34164.5 1.66666666666667 TRUE FALSE 1.00008781430202 0.259855400993274
1 9 34170.5 9.16666666666667 TRUE FALSE 1.00026341977404 0.779555030297615
3 40 34195 143.5 FALSE FALSE 1.00117044623263 3.46447398164764
15 123 34276.5 1291.66666666667 TRUE TRUE 1.00359491451118 10.6510953837219
14 153 34414.5 1989.16666666667 TRUE TRUE 1.0044557050498 13.244355729822
8 74 34528 475 FALSE FALSE 1.00214548722855 6.40396262201875
0 1 34565.5 0.5 TRUE FALSE 1.00002893099957 0.0865319868294137
3 34 34583 105 FALSE FALSE 1.00098362552798 2.9419597872452
3 23 34611.5 50 TRUE FALSE 1.00066473988439 1.99000936635912
8 74 34660 475 FALSE FALSE 1.00213730757011 6.40187022193231
2 28 34711 72.5 FALSE FALSE 1.00080698619477 2.42202578354454
1 4 34727 2.5 FALSE FALSE 1.00011519078474 0.345990054361664
6 68 34763 402.5 FALSE FALSE 1.00195801779493 5.88130596926885
2 31 34812.5 88 TRUE FALSE 1.00089088139782 2.68085835222064
4 40 34848 143.5 FALSE FALSE 1.00114850120593 3.45887056187439
3 21 34878.5 42.1666666666667 TRUE FALSE 1.00060227142365 1.81577063047189
7 88 34933 667.5 FALSE FALSE 1.00252228496088 7.60793248158507
3 70 35012 426 FALSE FALSE 1.00200131514996 6.05059927975117
10 67 35080.5 391 TRUE FALSE 1.00191171854938 5.79031413487019
20 213 35220.5 3834.16666666667 TRUE TRUE 1.00606595659851 18.4017568464346
1 25 35339.5 58.5 TRUE FALSE 1.00070767401704 2.15920845341952
19 182 35443 2806 FALSE TRUE 1.00514822358 15.7151090948923
2 11 35539.5 13 TRUE FALSE 1.00030956267237 0.949593618894141
0 12 35551 15.1666666666667 FALSE FALSE 1.00033760022507 1.03589282934854
0 4 35559 2.5 FALSE FALSE 1.00011249542987 0.345290808879327
6 42 35582 157.666666666667 FALSE FALSE 1.00118106914879 3.62535333605183
3 114 35660 1111.66666666667 FALSE TRUE 1.00320197736146 9.8384024218476
2 14 35724 20 FALSE FALSE 1.00039197021026 1.2080400654304
8 87 35774.5 652.666666666667 TRUE FALSE 1.00243486048529 7.50620250210659
10 97 35866.5 808.5 TRUE FALSE 1.00270813557429 8.36715133907956
0 2 35916 1 FALSE FALSE 1.00005568703884 0.172498210112281
9 82 35958 581 FALSE FALSE 1.00228304145669 7.07172151779923
1 10 36004 11 FALSE FALSE 1.00027778549404 0.862311580925052
8 78 36048 526.666666666667 FALSE FALSE 1.00216612513538 6.7253296224535
0 5 36089.5 3.5 TRUE FALSE 1.00013855404993 0.431068388414587
12 143 36163.5 1740 TRUE TRUE 1.00396209686357 12.3264022273529
9 79 36274.5 540 TRUE FALSE 1.00218021250172 6.80791419360867
3 31 36329.5 88 TRUE FALSE 1.00085366525307 2.67111654525024
1 8 36349 7.5 FALSE FALSE 1.00022011280781 0.689288368371763
1 26 36366 63 FALSE FALSE 1.00071520919869 2.24009828068711
0 2 36380 1 FALSE FALSE 1.00005497677231 0.172309596209288
1 5 36383.5 3.5 TRUE FALSE 1.00013743437509 0.430770349805243
8 95 36433.5 776 TRUE FALSE 1.00261089430001 8.18367916436546
10 93 36527.5 744.166666666667 TRUE FALSE 1.0025492722239 8.00963604724348
4 50 36599 221 FALSE FALSE 1.00136709137639 4.3055393794607
5 48 36648 204.166666666667 FALSE FALSE 1.00131061598952 4.13284512235668
6 46 36695 188 FALSE FALSE 1.00125436300175 3.96021137524531
11 93 36764.5 744.166666666667 TRUE FALSE 1.0025328176916 8.00522692470622
1 19 36820.5 35 TRUE FALSE 1.00051615006384 1.63526516733782
1 10 36835 11 FALSE FALSE 1.00027151778441 0.860636325742234
