"y" "size" "center" "variance" "even" "cramer" "ratio" "PNT"
7 65 36872.5 368.5 TRUE FALSE 1.00176438653637 5.5936529194355
5 36 36923 117.166666666667 FALSE FALSE 1.00097547757756 3.0976617609881
5 61 36971.5 325.5 TRUE FALSE 1.00165128177364 5.24823105583664
2 14 37009 20 FALSE FALSE 1.0003783579266 1.20440789179156
2 8 37020 7.5 FALSE FALSE 1.00021612275773 0.68821568655494
1 16 37032 25.5 FALSE FALSE 1.00043215211755 1.37639407244706
5 67 37073.5 391 TRUE FALSE 1.00180885529158 5.76310071150328
4 61 37137.5 325.5 TRUE FALSE 1.00164389468294 5.24623366351625
5 41 37188.5 150.5 TRUE FALSE 1.00110309944038 3.52574340767615
3 39 37228.5 136.666666666667 TRUE FALSE 1.00104813351608 3.3534490265406
1 15 37255.5 22.6666666666667 TRUE FALSE 1.00040270618557 1.28970883138436
1 10 37268 11 FALSE FALSE 1.00026836271905 0.85978117903187
1 22 37284 46 FALSE FALSE 1.00059023958361 1.89144977454453
4 26 37308 63 FALSE FALSE 1.00069714438933 2.23522945194691
12 130 37386 1441 FALSE TRUE 1.00348329358806 11.174154826424
4 42 37472 157.666666666667 FALSE FALSE 1.00112146538143 3.60940636443456
5 37 37511.5 123.5 TRUE FALSE 1.00098685087883 3.17942993138604
1 15 37537.5 22.6666666666667 TRUE FALSE 1.0003996802558 1.28888252676961
21 221 37655.5 4125.5 TRUE TRUE 1.00588626980956 18.9844733900704
0 4 37768 2.5 FALSE FALSE 1.00010591537362 0.343523192584144
2 14 37777 20 FALSE FALSE 1.00037066454858 1.20230772815421
4 48 37808 204.166666666667 FALSE FALSE 1.0012703789964 4.12190911843209
2 22 37843 46 FALSE FALSE 1.00058151829139 1.88906116996031
0 3 37855.5 1.66666666666667 TRUE FALSE 1.00007925186242 0.257591800122555
10 128 37921 1397.5 FALSE TRUE 1.00338114483451 10.9889723415167
5 42 38006 157.666666666667 FALSE FALSE 1.00110569961827 3.60507190190356
2 20 38037 38.5 FALSE FALSE 1.00052594209378 1.71658193047733
5 80 38087 553.5 FALSE FALSE 1.00210266249639 6.86555927739801
4 53 38153.5 247.5 TRUE FALSE 1.00139009101162 4.54775928586696
2 12 38186 15.1666666666667 FALSE FALSE 1.00031430068098 1.0296070375266
2 19 38201.5 35 TRUE FALSE 1.00049748638458 1.63015671420044
4 35 38228.5 111 TRUE FALSE 1.00091596660647 3.00273868835893
1 20 38256 38.5 FALSE FALSE 1.00052293050254 1.71574492256241
13 111 38321.5 1054.66666666667 TRUE FALSE 1.00290074739978 9.52100637372314
2 60 38407 315.166666666667 FALSE FALSE 1.00156343643328 5.14551673527149
5 25 38449.5 58.5 TRUE FALSE 1.00065041496475 2.14376446698816
0 6 38465 4.66666666666667 FALSE FALSE 1.00015599812802 0.514485652785424
0 21 38478.5 42.1666666666667 TRUE FALSE 1.00054590828741 1.80064700461844
3 69 38523.5 414.166666666667 TRUE FALSE 1.00179271999792 5.91582351505258
3 25 38570.5 58.5 TRUE FALSE 1.00064837387831 2.1431924963249
21 174 38670 2566.66666666667 FALSE TRUE 1.00450975818366 14.9133661762198
8 98 38806 825 FALSE FALSE 1.00252857548314 8.39698375285798
7 66 38888 379.666666666667 FALSE FALSE 1.00169862308583 5.65409734102332
2 18 38930 31.6666666666667 FALSE FALSE 1.00046247527042 1.54188604362571
0 9 38943.5 9.16666666666667 TRUE FALSE 1.00023113074296 0.770920173710238
4 36 38966 117.166666666667 FALSE FALSE 1.00092430933552 3.08352976994638
7 101 39034.5 875.5 TRUE FALSE 1.00259080648471 8.64972802784223
5 29 39099.5 77.5 TRUE FALSE 1.00074197262377 2.48323574582537
0 3 39115.5 1.66666666666667 TRUE FALSE 1.0000766988802 0.256877470014842
3 33 39133.5 99.1666666666667 TRUE FALSE 1.00084362297722 2.82554253314311
0 1 39150.5 0.5 TRUE FALSE 1.00002554278416 0.0856193813165191
0 5 39153.5 3.5 TRUE FALSE 1.00012771065873 0.428093935243851
11 79 39195.5 540 TRUE FALSE 1.00201757074267 6.76327081193358
3 30 39250 82.6666666666667 FALSE FALSE 1.00076462342296 2.56802820726125
13 132 39331 1485.16666666667 FALSE TRUE 1.00336177257099 11.2973535831761
0 8 39401 7.5 FALSE FALSE 1.00020306114679 0.684584933597762
6 56 39433 275.5 FALSE FALSE 1.00142113944931 4.79176685063339
22 268 39595 6052.5 FALSE TRUE 1.0067915156737 22.9240785719244
19 158 39808 2120 FALSE TRUE 1.00397694379421 13.5088038327613
0 9 39891.5 9.16666666666667 TRUE FALSE 1.00022563742573 0.769352852179509
4 64 39928 357.5 FALSE FALSE 1.00160417084419 5.47052909185095
17 174 40047 2566.66666666667 FALSE TRUE 1.00435435435435 14.8692577313536
2 20 40144 38.5 FALSE FALSE 1.00049833059252 1.70876047852062
0 6 40157 4.66666666666667 FALSE FALSE 1.00014942471485 0.512614172495887
0 1 40160.5 0.5 TRUE FALSE 1.00002490039841 0.0854350480494759
5 37 40179.5 123.5 TRUE FALSE 1.0009212918005 3.1609703256172
0 14 40205 20 FALSE FALSE 1.00034827603363 1.19597912670451
5 58 40241 295 FALSE FALSE 1.00144235551577 4.95439614375391
1 7 40273.5 6 TRUE FALSE 1.00017382666998 0.597903576493536
2 26 40290 63 FALSE FALSE 1.00064552970678 2.22070805440853
0 30 40318 82.6666666666667 FALSE FALSE 1.00074436146193 2.56220536590945
5 61 40363.5 325.5 TRUE FALSE 1.00151240919346 5.20931930781444
5 66 40427 379.666666666667 FALSE FALSE 1.00163390602565 5.63556424316084
5 44 40482 172.5 FALSE FALSE 1.00108749382106 3.75661105913787
12 129 40568.5 1419.16666666667 TRUE TRUE 1.00318487063006 11.0117179687441
2 24 40645 54.1666666666667 FALSE FALSE 1.00059065291758 2.04836550084383
3 47 40680.5 196 TRUE FALSE 1.00115601249477 4.01108697551217
10 115 40761.5 1131 TRUE TRUE 1.00282527515723 9.81271516134575
2 20 40829 38.5 FALSE FALSE 1.0004899679071 1.70632151043719
3 11 40844.5 13 TRUE FALSE 1.00026935037587 0.938447230566908
7 82 40891 581 FALSE FALSE 1.00200734394125 6.99501812727749
6 78 40971 526.666666666667 FALSE FALSE 1.00190559953093 6.65270009195638
3 23 41021.5 50 TRUE FALSE 1.0005608388198 1.96149069168814
1 11 41038.5 13 TRUE FALSE 1.0002680769137 0.938071152398152
5 56 41072 275.5 FALSE FALSE 1.00136438943573 4.77530988504805
0 1 41100.5 0.5 TRUE FALSE 1.00002433090024 0.0852683597818213
2 25 41113.5 58.5 TRUE FALSE 1.00060825770663 2.13165285431114
8 59 41155.5 305 TRUE FALSE 1.00143461557166 5.03026884684778
1 10 41190 11 FALSE FALSE 1.00024280684715 0.852527101869782
3 24 41207 54.1666666666667 FALSE FALSE 1.00058259497512 2.04599326465222
4 19 41228.5 35 TRUE FALSE 1.00046095247337 1.61967379646467
14 168 41322 2394.16666666667 FALSE TRUE 1.00407391241088 14.3185913420261
0 4 41408 2.5 FALSE FALSE 1.00009660435686 0.34085903388268
4 43 41431.5 165 TRUE FALSE 1.00103839652258 3.66406064420607
2 36 41471 117.166666666667 FALSE FALSE 1.00086845342918 3.06733786257064
3 25 41501.5 58.5 TRUE FALSE 1.00060256935573 2.12996416323176
5 57 41542.5 285.166666666667 TRUE FALSE 1.0013730307848 4.855916798424
4 33 41587.5 99.1666666666667 TRUE FALSE 1.00079382261673 2.81106223505549
1 6 41607 4.66666666666667 FALSE FALSE 1.00014421690222 0.511082330296176
1 6 41613 4.66666666666667 FALSE FALSE 1.00014419610671 0.511075818152221
17 173 41702.5 2537.5 TRUE TRUE 1.00415705497885 14.7333501150933
8 97 41837.5 808.5 TRUE FALSE 1.00232118500084 8.25865527870883
6 54 41913 256.666666666667 FALSE FALSE 1.00128921357972 4.59690155771659
13 100 41990 858.5 FALSE FALSE 1.00238435860753 8.51146161443648
0 1 42040.5 0.5 TRUE FALSE 1.00002378686965 0.0851060166305615
4 39 42060.5 136.666666666667 TRUE FALSE 1.00092766585 3.31900115796998
1 4 42082 2.5 FALSE FALSE 1.00009505703422 0.340395763826564
4 72 42120 450.166666666667 FALSE FALSE 1.00171086398631 6.12665976268227
9 66 42189 379.666666666667 FALSE FALSE 1.00156561343581 5.61532900442808
26 238 42341 4780 FALSE TRUE 1.00563687177301 20.2430910741618
4 22 42471 46 FALSE FALSE 1.00051813471503 1.87072743047111
4 40 42502 143.5 FALSE FALSE 1.0009415752554 3.40111347024731
7 90 42567 697.666666666667 FALSE FALSE 1.0021165514322 7.65152380944392
18 164 42694 2282.5 FALSE TRUE 1.00384868112269 13.9392827976189
3 27 42789.5 67.6666666666667 TRUE FALSE 1.00063119506265 2.29445041082545
1 22 42814 46 FALSE FALSE 1.00051398266477 1.86946219427591
3 22 42836 46 FALSE FALSE 1.0005137186223 1.86938307275614
3 22 42858 46 FALSE FALSE 1.00051345485098 1.86930130981182
0 18 42878 31.6666666666667 FALSE FALSE 1.00041988383214 1.52936893006245
0 1 42887.5 0.5 TRUE FALSE 1.00002331708909 0.0849633628231459
8 78 42927 526.666666666667 FALSE FALSE 1.00181869054281 6.62662629164606
2 19 42975.5 35 TRUE FALSE 1.00044221011963 1.61402475560271
4 41 43005.5 150.5 TRUE FALSE 1.00095382110038 3.48269148381269
1 17 43034.5 28.5 TRUE FALSE 1.00039510993353 1.44396153275648
4 30 43058 82.6666666666667 FALSE FALSE 1.00069697744116 2.54804978141374
1 25 43085.5 58.5 TRUE FALSE 1.00058041000163 2.12326144846611
8 107 43151.5 981 TRUE FALSE 1.00248271381503 9.0863886221955
3 40 43225 143.5 FALSE FALSE 1.00092581877098 3.39629479732366
3 45 43267.5 180.166666666667 TRUE FALSE 1.00104058272633 3.82051759241585
2 26 43303 63 FALSE FALSE 1.0006006006006 2.20725703712014
4 76 43354 500.5 FALSE FALSE 1.00175454797304 6.45134924657714
3 15 43399.5 22.6666666666667 TRUE FALSE 1.00034568584071 1.27317996960983
5 68 43441 402.5 FALSE FALSE 1.0015665676043 5.77128646479332
4 62 43506 336 FALSE FALSE 1.00142610695802 5.26139383337431
13 112 43593 1073.5 FALSE FALSE 1.00257252451937 9.50285855081393
4 46 43672 188 FALSE FALSE 1.00105386148594 3.90236602591494
4 61 43725.5 325.5 TRUE FALSE 1.00139604073693 5.17434612021907
4 27 43769.5 67.6666666666667 TRUE FALSE 1.00061705823201 2.29009088942257
4 19 43792.5 35 TRUE FALSE 1.00043395838567 1.61147442862784
4 100 43852 858.5 FALSE FALSE 1.00228300077622 8.48047766664877
1 27 43915.5 67.6666666666667 TRUE FALSE 1.00061500615006 2.28945200360158
10 82 43970 581 FALSE FALSE 1.00186664845546 6.95242407795831
8 68 44045 402.5 FALSE FALSE 1.00154506827838 5.76460254833273
2 10 44084 11 FALSE FALSE 1.00022686540076 0.847672455371139
0 2 44090 1 FALSE FALSE 1.0000453627889 0.169532596076351
5 38 44110 130 FALSE FALSE 1.00086185389308 3.22099904854713
1 15 44136.5 22.6666666666667 TRUE FALSE 1.00033991252918 1.27138194389227
4 53 44170.5 247.5 TRUE FALSE 1.00120061616528 4.491925896873
4 41 44217.5 150.5 TRUE FALSE 1.00092766477363 3.47457705655961
8 51 44263.5 229.666666666667 TRUE FALSE 1.00115285501153 4.32165887319843
8 159 44368.5 2146.66666666667 TRUE TRUE 1.00359005622164 13.4707282114023
1 2 44449 1 FALSE FALSE 1.00004499640029 0.169417371768759
5 51 44475.5 229.666666666667 TRUE FALSE 1.00114735658043 4.3199270316909
11 117 44559.5 1170.16666666667 TRUE TRUE 1.00262915440102 9.9088558564581
25 242 44739 4941 FALSE TRUE 1.00542381998297 20.4883373789562
13 124 44922 1312.5 FALSE TRUE 1.00276415514935 10.494564661567
1 7 44987.5 6 TRUE FALSE 1.00015561088387 0.592362883307032
2 40 45011 143.5 FALSE FALSE 1.00088906670223 3.38478304991531
2 34 45048 105 FALSE FALSE 1.00075503542004 2.87686916815255
0 8 45069 7.5 FALSE FALSE 1.00017752135804 0.676883654648009
9 102 45124 892.666666666667 FALSE FALSE 1.00226299558494 8.62938465591287
4 47 45198.5 196 TRUE FALSE 1.00104039845047 3.97573658473721
7 78 45261 526.666666666667 FALSE FALSE 1.00172482420061 6.59726941838107
4 33 45316.5 99.1666666666667 TRUE FALSE 1.00072847682119 2.79086493029627
7 72 45369 450.166666666667 FALSE FALSE 1.0015882469724 6.08857326284578
2 26 45418 63 FALSE FALSE 1.00057262416033 2.1984517508381
8 103 45482.5 910 TRUE FALSE 1.00226717439634 8.70822008285904
2 22 45545 46 FALSE FALSE 1.00048315544428 1.85979395785762
10 114 45613 1111.66666666667 FALSE FALSE 1.00250241461059 9.63592033860459
9 95 45717.5 776 TRUE FALSE 1.00208014013576 8.02839225531807
1 12 45771 15.1666666666667 FALSE FALSE 1.00026220911177 1.01401324478593
12 156 45855 2067.16666666667 FALSE TRUE 1.00340782489023 13.1801590046471
6 48 45957 204.166666666667 FALSE FALSE 1.00104500032656 4.05467878073614
11 142 46052 1716 FALSE TRUE 1.00308823209587 11.9930202555788
0 7 46126.5 6 TRUE FALSE 1.00015176809835 0.591125520189053
1 8 46134 7.5 FALSE FALSE 1.00017342293518 0.675562860094942
7 58 46167 295 FALSE FALSE 1.00125709827041 4.89753767020193
13 144 46268 1764.16666666667 FALSE TRUE 1.00311715300026 12.1571875193576
0 7 46343.5 6 TRUE FALSE 1.00015105740181 0.590893784206855
2 9 46351.5 9.16666666666667 TRUE FALSE 1.00019418732604 0.759709518380077
3 80 46396 553.5 FALSE FALSE 1.00172577444128 6.75243382886765
1 3 46437.5 1.66666666666667 TRUE FALSE 1.00006460504781 0.253197287203875
4 30 46454 82.6666666666667 FALSE FALSE 1.00064600874265 2.53189811009906
11 109 46523.5 1017.5 TRUE FALSE 1.00234564978803 9.19807958691399
7 65 46610.5 368.5 TRUE FALSE 1.00139550860921 5.48423960893979
7 65 46675.5 368.5 TRUE FALSE 1.00139356387882 5.48360114183743
2 31 46723.5 88 TRUE FALSE 1.0006636978676 2.61503070734852
5 38 46758 130 FALSE FALSE 1.00081302552472 3.20532423984787
6 67 46810.5 391 TRUE FALSE 1.00143232785343 5.6509637617437
3 24 46856 54.1666666666667 FALSE FALSE 1.00051233882674 2.02406225421419
3 43 46889.5 165 TRUE FALSE 1.00091747034224 3.62623021826403
2 27 46924.5 67.6666666666667 TRUE FALSE 1.00057555797148 2.27679194703887
1 34 46955 105 FALSE FALSE 1.00072435979377 2.86691575699024
0 17 46980.5 28.5 TRUE FALSE 1.00036191773823 1.4333930921357
4 60 47019 315.166666666667 FALSE FALSE 1.00127689459235 5.05869078725664
3 13 47055.5 17.5 TRUE FALSE 1.00027630767923 1.09597858282996
1 25 47074.5 58.5 TRUE FALSE 1.00053121414305 2.10757917191677
9 73 47123.5 462.5 TRUE FALSE 1.00155032174486 6.15360042993234
5 82 47201 581 FALSE FALSE 1.00173876166243 6.91131778466479
9 91 47287.5 713 TRUE FALSE 1.00192625206384 7.66870236439354
13 153 47409.5 1989.16666666667 TRUE TRUE 1.0032324171297 12.8907637790371
3 20 47496 38.5 FALSE FALSE 1.00042117676789 1.68481113124835
4 24 47518 54.1666666666667 FALSE FALSE 1.00050519934324 2.02169470299941
1 5 47532.5 3.5 TRUE FALSE 1.00010519671786 0.42117583003801
6 72 47571 450.166666666667 FALSE FALSE 1.00151467339855 6.0645207550524
2 20 47617 38.5 FALSE FALSE 1.00042010628689 1.68445319891362
2 25 47639.5 58.5 TRUE FALSE 1.00052491233964 2.10548431013012
4 44 47674 172.5 FALSE FALSE 1.00092336103416 3.70542870365807
1 3 47697.5 1.66666666666667 TRUE FALSE 1.00006289835626 0.252632519340295
9 90 47744 697.666666666667 FALSE FALSE 1.00188683200906 7.5783584551491
2 12 47795 15.1666666666667 FALSE FALSE 1.0002511038105 1.01035795475582
0 2 47802 1 FALSE FALSE 1.00004184012887 0.168390924800406
3 16 47811 25.5 FALSE FALSE 1.00033470702676 1.34710651957357
1 22 47830 46 FALSE FALSE 1.00046006817374 1.85221084669411
1 14 47848 20 FALSE FALSE 1.00029263602349 1.17864209543131
2 14 47862 20 FALSE FALSE 1.00029255041271 1.17861320510201
12 114 47926 1111.66666666667 FALSE FALSE 1.00238149950908 9.59621039388003
4 86 48026 638 FALSE FALSE 1.00179230144009 7.2379925283949
3 33 48085.5 99.1666666666667 TRUE FALSE 1.00068651313737 2.77708267963408
7 81 48142.5 567.166666666667 TRUE FALSE 1.00168392166646 6.81580399550421
1 5 48185.5 3.5 TRUE FALSE 1.00010377103958 0.420697241600465
3 37 48206.5 123.5 TRUE FALSE 1.00076782601478 3.11304702621783
2 33 48241.5 99.1666666666667 TRUE FALSE 1.00068429237947 2.77633308200348
1 11 48263.5 13 TRUE FALSE 1.00022794148121 0.925409299625244
3 38 48288 130 FALSE FALSE 1.00078725475978 3.19673320798211
11 128 48371 1397.5 FALSE TRUE 1.00264971950235 10.7664074176791
9 80 48475 553.5 FALSE FALSE 1.00165169815216 6.7278001839386
14 143 48586.5 1740 TRUE TRUE 1.00294754199732 12.023654788487
4 64 48690 357.5 FALSE FALSE 1.00131530272514 5.38025910896431
6 54 48749 256.666666666667 FALSE FALSE 1.00110832888633 4.53913622762957
5 39 48795.5 136.666666666667 TRUE FALSE 1.00079957356077 3.2780047132801
3 29 48829.5 77.5 TRUE FALSE 1.00059407968862 2.43734996269814
6 42 48865 157.666666666667 FALSE FALSE 1.00085988043567 3.52974149216698
1 11 48891.5 13 TRUE FALSE 1.00022501329624 0.924414478107792
1 22 48908 46 FALSE FALSE 1.00044992535329 1.84877708604745
0 10 48924 11 FALSE FALSE 1.00020441955069 0.84033071399881
5 62 48960 336 FALSE FALSE 1.00126714218562 5.20972830039591
1 16 48999 25.5 FALSE FALSE 1.00032659059827 1.34435783719528
0 1 49007.5 0.5 TRUE FALSE 1.00002040524823 0.0840211157383237
29 279 49147.5 6556.66666666667 TRUE TRUE 1.00569294809011 23.4363352948685
2 27 49300.5 67.6666666666667 TRUE FALSE 1.00054781179621 2.26744602379949
6 56 49342 275.5 FALSE FALSE 1.00113558015979 4.70252293969861
3 39 49389.5 136.666666666667 TRUE FALSE 1.000789953413 3.27470912191529
7 63 49440.5 346.666666666667 TRUE FALSE 1.00127507134328 5.28946189493581
6 64 49504 357.5 FALSE FALSE 1.0012936610608 5.37284743245891
1 3 49537.5 1.66666666666667 TRUE FALSE 1.0000605620155 0.2518380811116
3 21 49549.5 42.1666666666667 TRUE FALSE 1.00042390843578 1.76283108323241
0 29 49574.5 77.5 TRUE FALSE 1.00058514931396 2.43428363636576
1 11 49594.5 13 TRUE FALSE 1.00022182338825 0.923318161106181
9 88 49644 667.5 FALSE FALSE 1.00177419354839 7.3859343557906
2 32 49704 93.5 FALSE FALSE 1.00064401867654 2.68552522394475
4 30 49735 82.6666666666667 FALSE FALSE 1.00060337892196 2.5175505434172
1 20 49760 38.5 FALSE FALSE 1.00040201005025 1.67829652448381
10 100 49820 858.5 FALSE FALSE 1.00200924251557 8.39063982621064
2 16 49878 25.5 FALSE FALSE 1.00032083416884 1.34237335322359
8 73 49922.5 462.5 TRUE FALSE 1.00146333640701 6.12412093929561
0 12 49965 15.1666666666667 FALSE FALSE 1.00024019696151 1.00663400005669
3 29 49985.5 77.5 TRUE FALSE 1.00058033659523 2.4326159032189
